"","X.1","X","ï..DATE","TIME","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","LOCATION","ON.STREET.NAME","CROSS.STREET.NAME","OFF.STREET.NAME","NUMBER.OF.PERSONS.INJURED","NUMBER.OF.PERSONS.KILLED","NUMBER.OF.PEDESTRIANS.INJURED","NUMBER.OF.PEDESTRIANS.KILLED","NUMBER.OF.CYCLIST.INJURED","NUMBER.OF.CYCLIST.KILLED","NUMBER.OF.MOTORIST.INJURED","NUMBER.OF.MOTORIST.KILLED","CONTRIBUTING.FACTOR.VEHICLE.1","CONTRIBUTING.FACTOR.VEHICLE.2","CONTRIBUTING.FACTOR.VEHICLE.3","CONTRIBUTING.FACTOR.VEHICLE.4","CONTRIBUTING.FACTOR.VEHICLE.5","UNIQUE.KEY","VEHICLE.TYPE.CODE.1","VEHICLE.TYPE.CODE.2","VEHICLE.TYPE.CODE.3","VEHICLE.TYPE.CODE.4","VEHICLE.TYPE.CODE.5","number_vehicles_involved"
"2835",3649,11763,"12/24/2015","13:30","QUEENS",11434,40.6832375,-73.7741844,"(40.6832375, -73.7741844)","120 AVENUE","171 STREET",,0,0,0,0,0,0,0,0,"Physical Disability","Unspecified",,,,3359836,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2836",3650,11766,"12/24/2015","13:37","QUEENS",11385,40.711004,-73.9040525,"(40.711004, -73.9040525)","60 STREET","BLEECKER STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Traffic Control Disregarded",,,,3359688,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2837",3651,11767,"12/24/2015","13:40","MANHATTAN",10009,40.7313511,-73.9825546,"(40.7313511, -73.9825546)","EAST 14 STREET","1 AVENUE",,0,0,0,0,0,0,0,0,"Lost Consciousness","Other Vehicular",,,,3359262,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2838",3652,11772,"12/24/2015","13:40","QUEENS",11422,40.6754631,-73.7338404,"(40.6754631, -73.7338404)","LAURELTON PARKWAY SERVICE ROAD S","133 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359713,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2839",3653,11773,"12/24/2015","13:49","BROOKLYN",11205,40.693341,-73.9668817,"(40.693341, -73.9668817)","MYRTLE AVENUE","WASHINGTON AVENUE",,1,0,0,0,1,0,0,0,"View Obstructed/Limited","Unspecified",,,,3359638,"PASSENGER VEHICLE","BICYCLE",,,,2
"2840",3654,11774,"12/24/2015","13:50","BROOKLYN",11210,40.6348134,-73.9497788,"(40.6348134, -73.9497788)","FLATBUSH AVENUE","EAST 28 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359539,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2841",3656,11776,"12/24/2015","13:50","QUEENS",11101,40.7343456,-73.9358659,"(40.7343456, -73.9358659)","37 STREET","STARR AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360947,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2842",3657,11777,"12/24/2015","13:55","BRONX",10458,40.8609971,-73.896425,"(40.8609971, -73.896425)","EAST 188 STREET","VALENTINE AVENUE",,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,,,,3359413,"SPORT UTILITY / STATION WAGON",,,,,1
"2843",3658,11778,"12/24/2015","13:55","BROOKLYN",11236,40.6327199,-73.8913715,"(40.6327199, -73.8913715)","SEAVIEW AVENUE","EAST 95 STREET",,2,0,1,0,0,0,1,0,"Unspecified",,,,,3359529,"SPORT UTILITY / STATION WAGON",,,,,1
"2844",3659,11779,"12/24/2015","14:00","BROOKLYN",11210,40.617105,-73.9460676,"(40.617105, -73.9460676)","AVENUE N","EAST 29 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360037,"OTHER","PASSENGER VEHICLE",,,,2
"2845",3660,11780,"12/24/2015","14:00","BROOKLYN",11213,40.6681286,-73.9367478,"(40.6681286, -73.9367478)","UNION STREET","TROY AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction",,,,,3360046,"PASSENGER VEHICLE",,,,,1
"2846",3661,11781,"12/24/2015","14:00","QUEENS",11375,40.7120112,-73.8499301,"(40.7120112, -73.8499301)","71 AVENUE","MANSE STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360119,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"2847",3662,11782,"12/24/2015","14:00","QUEENS",11435,40.7125123,-73.8221576,"(40.7125123, -73.8221576)","83 AVENUE","135 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360437,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2848",3663,11784,"12/24/2015","14:00","BRONX",10455,40.8175129,-73.9171183,"(40.8175129, -73.9171183)","MELROSE AVENUE","EAST 151 STREET",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",,,,3359353,"SPORT UTILITY / STATION WAGON","BUS",,,,2
"2849",3664,11787,"12/24/2015","14:15","BROOKLYN",11217,40.6805947,-73.9808878,"(40.6805947, -73.9808878)","BALTIC STREET","4 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359606,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2850",3665,11788,"12/24/2015","14:15","BROOKLYN",11223,40.5958224,-73.9837207,"(40.5958224, -73.9837207)","AVENUE U","86 STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3359990,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2851",3666,11789,"12/24/2015","14:15","STATEN ISLAND",10306,40.5687634,-74.1114832,"(40.5687634, -74.1114832)","HYLAN BOULEVARD","ROSS AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular","Other Vehicular",,,3359885,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
"2852",3667,11790,"12/24/2015","14:30","BROOKLYN",11233,40.6683725,-73.9226314,"(40.6683725, -73.9226314)","RALPH AVENUE","EASTERN PARKWAY",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Unspecified",,,,3359599,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2853",3668,11791,"03/08/2016","12:00","QUEENS",11411,40.7000315,-73.7458889,"(40.7000315, -73.7458889)","208 STREET","115 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3401943,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2854",3669,11794,"12/24/2015","14:30","MANHATTAN",10014,40.7344402,-74.006181,"(40.7344402, -74.006181)","CHARLES STREET","HUDSON STREET",,0,0,0,0,0,0,0,0,"View Obstructed/Limited","Unspecified",,,,3359246,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2855",3670,11797,"12/24/2015","14:34","QUEENS",11356,40.7862848,-73.8363365,"(40.7862848, -73.8363365)","14 AVENUE","132 STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3359789,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2856",3671,11799,"12/24/2015","14:38","BROOKLYN",11228,40.6105244,-74.0080496,"(40.6105244, -74.0080496)","BAY 11 STREET","86 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360002,"PASSENGER VEHICLE","LARGE COM VEH(6 OR MORE TIRES)",,,,2
"2857",3672,11800,"12/24/2015","14:40","QUEENS",11354,40.764071,-73.8091361,"(40.764071, -73.8091361)","NORTHERN BOULEVARD","156 STREET",,0,0,0,0,0,0,0,0,"Turning Improperly","Fatigued/Drowsy",,,,3359788,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2858",3673,11801,"12/24/2015","14:40","QUEENS",11368,40.7572274,-73.8695039,"(40.7572274, -73.8695039)","NORTHERN BOULEVARD","99 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359846,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2859",3674,11802,"12/24/2015","14:40","QUEENS",11374,40.7303349,-73.8676226,"(40.7303349, -73.8676226)","BOOTH STREET","62 AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified","Unspecified",,,3360121,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",,,3
"2860",3675,11804,"12/24/2015","14:42","MANHATTAN",10007,40.7108872,-74.0090609,"(40.7108872, -74.0090609)","BROADWAY","FULTON STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3359237,"PASSENGER VEHICLE","TAXI",,,,2
"2861",3676,11805,"12/24/2015","14:45","BROOKLYN",11237,40.700675,-73.921631,"(40.700675, -73.921631)","KNICKERBOCKER AVENUE","STOCKHOLM STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360836,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2862",3677,11807,"12/24/2015","14:49","BROOKLYN",11214,40.6095803,-74.00649,"(40.6095803, -74.00649)","86 STREET","BAY 13 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3360007,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",,,3
"2863",3678,11809,"12/24/2015","14:50","BROOKLYN",11226,40.6494399,-73.9630763,"(40.6494399, -73.9630763)","CHURCH AVENUE","EAST 18 STREET",,1,0,0,0,1,0,0,0,"Alcohol Involvement","Unspecified","Unspecified",,,3365373,"SPORT UTILITY / STATION WAGON","AMBULANCE","BICYCLE",,,3
"2864",3679,11811,"12/24/2015","15:00","BROOKLYN",11211,40.7083558,-73.9609841,"(40.7083558, -73.9609841)","ROEBLING STREET","SOUTH 9 STREET",,0,0,0,0,0,0,0,0,"Backing Unsafely","Turning Improperly",,,,3359643,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2865",3680,11812,"12/24/2015","15:00","BROOKLYN",11234,40.6195473,-73.9172632,"(40.6195473, -73.9172632)","RALPH AVENUE","AVENUE N",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction",,,,,3360009,"SPORT UTILITY / STATION WAGON",,,,,1
"2866",3681,11813,"12/24/2015","15:00","QUEENS",11103,40.7578475,-73.9166042,"(40.7578475, -73.9166042)","43 STREET","BROADWAY",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3359844,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2867",3682,11814,"12/24/2015","15:00","MANHATTAN",10012,40.7244328,-73.9934591,"(40.7244328, -73.9934591)","EAST HOUSTON STREET","ELIZABETH STREET",,2,0,1,0,0,0,1,0,"Traffic Control Disregarded","Driver Inattention/Distraction","Unspecified",,,3362300,"PASSENGER VEHICLE","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,3
"2868",3683,11815,"12/24/2015","15:04","BRONX",10455,40.8130432,-73.9081574,"(40.8130432, -73.9081574)","CONCORD AVENUE","EAST 149 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360233,"VAN","PASSENGER VEHICLE",,,,2
"2869",3684,11817,"10/31/2016","17:10","BRONX",10458,40.8685746,-73.8814699,"(40.8685746, -73.8814699)","WEBSTER AVENUE","EAST MOSHOLU PARKWAY SOUTH",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3551247,"SPORT UTILITY / STATION WAGON","PICK-UP TRUCK",,,,2
"2870",3686,11821,"12/24/2015","15:15","QUEENS",11434,40.6679823,-73.7743118,"(40.6679823, -73.7743118)","NORTH CONDUIT AVENUE","161 STREET",,0,0,0,0,0,0,0,0,"Pavement Slippery","Fatigued/Drowsy","Unspecified",,,3359838,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",,,3
"2871",3687,11823,"12/24/2015","15:15","BROOKLYN",11208,40.6690451,-73.8757721,"(40.6690451, -73.8757721)","DUMONT AVENUE","MILFORD STREET",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3359572,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2872",3688,11824,"12/24/2015","15:22","STATEN ISLAND",10306,40.5664967,-74.1137614,"(40.5664967, -74.1137614)","HYLAN BOULEVARD","EBBITTS AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3359890,"UNKNOWN","SPORT UTILITY / STATION WAGON",,,,2
"2873",3689,11825,"12/24/2015","15:23","BRONX",10455,40.8165575,-73.9167618,"(40.8165575, -73.9167618)","3 AVENUE","WESTCHESTER AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3359354,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2874",3690,11826,"12/24/2015","15:30","BROOKLYN",11203,40.6541615,-73.9248211,"(40.6541615, -73.9248211)","EAST 56 STREET","LINDEN BOULEVARD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360025,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2875",3691,11827,"12/24/2015","15:30","QUEENS",11101,40.7574856,-73.939085,"(40.7574856, -73.939085)","38 AVENUE","21 STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3361009,"LARGE COM VEH(6 OR MORE TIRES)","PASSENGER VEHICLE",,,,2
"2876",3692,11828,"12/24/2015","15:30","QUEENS",11357,40.7829315,-73.8167517,"(40.7829315, -73.8167517)","149 STREET","18 AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3360099,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2877",3693,11829,"12/24/2015","15:30","QUEENS",11358,40.7693384,-73.8027598,"(40.7693384, -73.8027598)","32 AVENUE","162 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360098,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2878",3694,11832,"12/24/2015","15:30","BRONX",10468,40.877242,-73.8865748,"(40.877242, -73.8865748)","VAN CORTLANDT AVENUE EAST","VILLA AVENUE",,2,0,0,0,0,0,2,0,"Failure to Yield Right-of-Way","Unspecified",,,,3359976,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2879",3695,11833,"12/24/2015","15:35","BROOKLYN",11210,40.6277516,-73.9346174,"(40.6277516, -73.9346174)","AVENUE J","EAST 43 STREET",,0,0,0,0,0,0,0,0,"Pavement Slippery","Unspecified",,,,3359497,"SPORT UTILITY / STATION WAGON","VAN",,,,2
"2880",3696,11834,"12/24/2015","15:40","BROOKLYN",11210,40.6328856,-73.9476978,"(40.6328856, -73.9476978)","FLATBUSH AVENUE","NOSTRAND AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359540,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2881",3697,11835,"12/24/2015","15:45","BRONX",10466,40.8909207,-73.851982,"(40.8909207, -73.851982)","BRONXWOOD AVENUE","EAST 232 STREET",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3359418,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2882",3698,11836,"12/24/2015","15:50","BRONX",10459,40.8209858,-73.8916133,"(40.8209858, -73.8916133)","SOUTHERN BOULEVARD","EAST 163 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359366,"LIVERY VEHICLE","LIVERY VEHICLE",,,,2
"2883",3699,11841,"12/24/2015","16:00","BROOKLYN",11229,40.610949,-73.9536001,"(40.610949, -73.9536001)","AVENUE P","OCEAN AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359995,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2884",3700,11842,"12/24/2015","16:00","BROOKLYN",11232,40.6543635,-74.0150466,"(40.6543635, -74.0150466)","1 AVENUE","43 STREET",,0,0,0,0,0,0,0,0,"Physical Disability","Unspecified",,,,3360312,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"2885",3701,11843,"12/24/2015","16:00","QUEENS",11357,40.7787145,-73.8248874,"(40.7787145, -73.8248874)","144 STREET","22 ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3360459,"UNKNOWN","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
"2886",3702,11844,"12/24/2015","16:00","STATEN ISLAND",10301,40.6206882,-74.1100138,"(40.6206882, -74.1100138)","BARD AVENUE","CLOVE ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360493,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2887",3703,11846,"12/24/2015","16:05","QUEENS",11423,40.7203288,-73.7611401,"(40.7203288, -73.7611401)","HILLSIDE AVENUE","204 STREET",,0,0,0,0,0,0,0,0,"Prescription Medication","Unspecified",,,,3360922,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2888",3704,11847,"12/24/2015","16:05","BRONX",10468,40.8627551,-73.9010787,"(40.8627551, -73.9010787)","WEST FORDHAM ROAD","JEROME AVENUE",,1,0,1,0,0,0,0,0,"Unspecified",,,,,3359977,"SPORT UTILITY / STATION WAGON",,,,,1
"2889",3705,11849,"12/24/2015","16:15","BROOKLYN",11234,40.6246578,-73.9169723,"(40.6246578, -73.9169723)","AVENUE L","EAST 68 STREET",,0,0,0,0,0,0,0,0,"Prescription Medication","Unspecified",,,,3359495,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2890",3707,11852,"12/24/2015","16:20","QUEENS",11372,40.7529611,-73.8735294,"(40.7529611, -73.8735294)","35 AVENUE","94 STREET",,0,0,0,0,0,0,0,0,"Other Vehicular","Backing Unsafely",,,,3361035,"AMBULANCE","PASSENGER VEHICLE",,,,2
"2891",3708,11853,"12/24/2015","16:26","BROOKLYN",11217,40.685512,-73.9742808,"(40.685512, -73.9742808)","SOUTH PORTLAND AVENUE","HANSON PLACE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360065,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2892",3709,11854,"12/24/2015","16:30","BRONX",10463,40.8707598,-73.9057962,"(40.8707598, -73.9057962)","HEATH AVENUE","WEST 193 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359978,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2893",3710,11855,"12/24/2015","16:30","QUEENS",11372,40.7560484,-73.8807209,"(40.7560484, -73.8807209)","87 STREET","NORTHERN BOULEVARD",,1,0,1,0,0,0,0,0,"Unspecified",,,,,3361046,"UNKNOWN",,,,,1
"2894",3711,11856,"12/24/2015","16:30","QUEENS",11373,40.7353248,-73.865159,"(40.7353248, -73.865159)","JUNCTION BOULEVARD","59 AVENUE",,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3359813,"PASSENGER VEHICLE","BICYCLE",,,,2
"2895",3712,11857,"12/24/2015","16:30","QUEENS",11373,40.7353248,-73.865159,"(40.7353248, -73.865159)","JUNCTION BOULEVARD","59 AVENUE",,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360113,"PASSENGER VEHICLE","BICYCLE",,,,2
"2896",3713,11858,"12/24/2015","16:34","BROOKLYN",11229,40.5970039,-73.9499008,"(40.5970039, -73.9499008)","EAST 21 STREET","GRAVESEND NECK ROAD",,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",,,,,3359985,"VAN",,,,,1
"2897",3714,11860,"12/24/2015","16:37","BRONX",10458,40.8622592,-73.8958844,"(40.8622592, -73.8958844)","VALENTINE AVENUE","EAST FORDHAM ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359963,"VAN","PASSENGER VEHICLE",,,,2
"2898",3715,11861,"12/24/2015","16:44","BROOKLYN",11214,40.6024219,-73.9945838,"(40.6024219, -73.9945838)","86 STREET","BAY 29 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360005,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2899",3716,11862,"12/24/2015","16:45","BROOKLYN",11206,40.69603,-73.9435263,"(40.69603, -73.9435263)","MYRTLE AVENUE","THROOP AVENUE",,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,,,,3360061,"SPORT UTILITY / STATION WAGON",,,,,1
"2900",3717,11864,"12/24/2015","16:45","MANHATTAN",10037,40.8082207,-73.9367194,"(40.8082207, -73.9367194)","EAST 130 STREET","PARK AVENUE",,3,0,0,0,0,0,3,0,"Unspecified","Unspecified",,,,3359318,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2901",3719,11867,"12/24/2015","16:50","BRONX",10463,40.8698707,-73.9059855,"(40.8698707, -73.9059855)","KINGSBRIDGE TERRACE","HEATH AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359979,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2902",3720,11868,"12/24/2015","16:50","QUEENS",11106,40.76235,-73.9261862,"(40.76235, -73.9261862)","BROADWAY","30 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3361007,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2903",3721,11869,"12/24/2015","16:50","BROOKLYN",11226,40.6350987,-73.9642156,"(40.6350987, -73.9642156)","NEWKIRK AVENUE","RUGBY ROAD",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified","Unspecified",,,3360781,"VAN","PASSENGER VEHICLE","UNKNOWN",,,3
"2904",3722,11870,"12/24/2015","16:50","MANHATTAN",10001,40.7472061,-73.9970984,"(40.7472061, -73.9970984)","8 AVENUE","WEST 26 STREET",,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,,,,3359259,"PASSENGER VEHICLE",,,,,1
"2905",3723,11871,"12/24/2015","17:00","QUEENS",11378,40.7278562,-73.9065863,"(40.7278562, -73.9065863)","MAURICE AVENUE","53 DRIVE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3360442,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2906",3724,11872,"12/24/2015","17:00","QUEENS",11417,40.6769705,-73.8352636,"(40.6769705, -73.8352636)","133 AVENUE","CENTREVILLE STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359727,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"2907",3725,11873,"12/24/2015","17:00","QUEENS",11418,40.7042121,-73.8369635,"(40.7042121, -73.8369635)","PARK LANE SOUTH","115 STREET",,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Traffic Control Disregarded",,,,3360859,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2908",3726,11874,"12/24/2015","17:00","QUEENS",11435,40.6936383,-73.8046353,"(40.6936383, -73.8046353)","LIVERPOOL STREET","106 AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3359672,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2909",3727,11875,"12/24/2015","17:00","QUEENS",11692,40.5924102,-73.788995,"(40.5924102, -73.788995)","ROCKAWAY FREEWAY","BEACH 59 STREET",,0,0,0,0,0,0,0,0,"Lane Marking Improper/Inadequate","Lane Marking Improper/Inadequate",,,,3360069,"PICK-UP TRUCK","SPORT UTILITY / STATION WAGON",,,,2
"2910",3728,11876,"12/24/2015","17:00","STATEN ISLAND",10312,40.5467083,-74.1991198,"(40.5467083, -74.1991198)","ROSEDALE AVENUE","HUGUENOT AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360150,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2911",3729,11877,"12/24/2015","17:00","BROOKLYN",11214,40.5961418,-73.9938462,"(40.5961418, -73.9938462)","BATH AVENUE","BAY 35 STREET",,1,0,1,0,0,0,0,0,"Pavement Slippery",,,,,3360001,"PASSENGER VEHICLE",,,,,1
"2912",3730,11878,"12/24/2015","17:00","BROOKLYN",11221,40.6953519,-73.9163145,"(40.6953519, -73.9163145)","GATES AVENUE","WILSON AVENUE",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3360837,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2913",3731,11881,"12/24/2015","17:05","BROOKLYN",11220,40.6468531,-74.0192539,"(40.6468531, -74.0192539)","54 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360311,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2914",3732,11882,"12/24/2015","17:15","STATEN ISLAND",10310,40.6292495,-74.1232208,"(40.6292495, -74.1232208)","CLOVE ROAD","DELAFIELD AVENUE",,0,0,0,0,0,0,0,0,"Driver Inexperience","Driver Inexperience",,,,3360494,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2915",3733,11883,"12/24/2015","17:15","MANHATTAN",10001,40.7478946,-73.9891656,"(40.7478946, -73.9891656)","AVENUE OF THE AMERICAS","WEST 31 STREET",,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,,,,3360182,"UNKNOWN",,,,,1
"2916",3734,11884,"12/24/2015","17:25","MANHATTAN",10027,40.810095,-73.9530783,"(40.810095, -73.9530783)","WEST 124 STREET","SAINT NICHOLAS AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359326,"UNKNOWN","BICYCLE",,,,2
"2917",3735,11885,"12/24/2015","17:30","BROOKLYN",11222,40.7221824,-73.9387276,"(40.7221824, -73.9387276)","MORGAN AVENUE","LOMBARDY STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3360363,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2918",3736,11886,"12/24/2015","17:30","MANHATTAN",10033,40.8480183,-73.940437,"(40.8480183, -73.940437)","PINEHURST AVENUE","WEST 177 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359940,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2919",3737,11887,"12/24/2015","17:30","MANHATTAN",10036,40.7561391,-73.9831689,"(40.7561391, -73.9831689)","WEST 44 STREET","AVENUE OF THE AMERICAS",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360183,"BUS","PASSENGER VEHICLE",,,,2
"2920",3739,11890,"12/24/2015","17:30","QUEENS",11101,40.755879,-73.9237029,"(40.755879, -73.9237029)","37 STREET","35 AVENUE",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Unspecified",,,,3361017,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"2921",3740,11892,"12/24/2015","17:30","QUEENS",11435,40.6940665,-73.8014174,"(40.6940665, -73.8014174)","SUTPHIN BOULEVARD","107 AVENUE",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified","Unspecified",,,3359673,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
